order_id,order_date,region,sales_channel,product_name,qty_sold,unit_price,discount_percent,cogs_per_unit,sales_rep,year,month,quarter,gross_revenue,discount_amount,net_revenue,total_cogs,gross_profit,gross_margin_percent
BT-04213,2023-01-04,Central,Pharmacy,Hydrating Moisturiser 50ml,51,350.0,8.5,114.1,Vikram N,2023,January,1,17850.0,1517.25,16332.75,5819.099999999999,10513.650000000001,64.37158469945356
BT-04319,2023-01-04,Central,Online,Face Wash 100ml,8,290.0,12.6,78.76,Suresh K,2023,January,1,2320.0,292.32,2027.68,630.08,1397.6,68.9260632841474
BT-04556,2023-01-04,West,General Trade,BB Cream 30ml,5,480.0,36.7,165.74,Nidhi C,2023,January,1,2400.0,880.8000000000001,1519.1999999999998,828.7,690.4999999999998,45.45155344918378
BT-04747,2023-01-04,East,Salon Wholesale,Eyeshadow Palette 9-shade,30,820.0,8.1,342.84,Pooja N,2023,January,1,24600.0,1992.6000000000001,22607.4,10285.199999999999,12322.200000000003,54.50516202659307
BT-00584,2023-01-05,Central,General Trade,Mascara,30,440.0,10.4,185.2,Vikram N,2023,January,1,13200.0,1372.8000000000002,11827.2,5556.0,6271.200000000001,53.023538961038966
BT-00942,2023-01-05,West,Modern Trade,Hair Oil 200ml,23,320.0,38.9,108.74,Nidhi C,2023,January,1,7360.0,2863.04,4496.96,2501.02,1995.94,44.3842062193126
BT-01208,2023-01-05,East,Online,Night Repair Cream 50ml,37,740.0,11.0,262.03,Meena G,2023,January,1,27380.0,3011.8,24368.2,9695.109999999999,14673.090000000002,60.21409049498938
BT-01461,2023-01-05,Central,Modern Trade,Face Wash 100ml,48,260.0,10.6,72.96,Vikram N,2023,January,1,12480.0,1322.8799999999999,11157.12,3502.08,7655.040000000001,68.61125451729478
BT-02518,2023-01-05,South,General Trade,Hydrating Moisturiser 50ml,45,530.0,27.7,160.22,Kiran T,2023,January,1,23850.0,6606.449999999999,17243.550000000003,7209.9,10033.650000000003,58.187844150421476
BT-03030,2023-01-05,North,Online,Nail Polish Set (12pc),44,510.0,6.3,217.0,Deepa S,2023,January,1,22440.0,1413.72,21026.28,9548.0,11478.279999999999,54.59016050390273
BT-03805,2023-01-05,West,Modern Trade,Compact Powder,47,390.0,37.6,149.84,Priya S,2023,January,1,18330.0,6892.08,11437.92,7042.4800000000005,4395.44,38.42866535174227
BT-04299,2023-01-05,West,Modern Trade,Blush Palette,11,650.0,29.3,276.77,Priya S,2023,January,1,7150.0,2094.95,5055.05,3044.47,2010.5800000000004,39.77369165487978
BT-04652,2023-01-05,North,Salon Wholesale,Eyeshadow Palette 9-shade,44,610.0,7.4,271.57,Rohit K,2023,January,1,26840.0,1986.1600000000003,24853.84,11949.08,12904.76,51.92260029033743
BT-04670,2023-01-05,East,Salon Wholesale,BB Cream 30ml,58,550.0,12.6,224.51,Meena G,2023,January,1,31900.0,4019.4,27880.6,13021.58,14859.019999999999,53.295194508009146
BT-04830,2023-01-05,South,Online,Micellar Cleansing Water,2,360.0,21.0,120.74,Anand V,2023,January,1,720.0,151.2,568.8,241.48,327.31999999999994,57.545710267229246
BT-04903,2023-01-05,East,General Trade,Blush Palette,58,490.0,14.2,231.13,Meena G,2023,January,1,28420.0,4035.6399999999994,24384.36,13405.539999999999,10978.820000000002,45.02402359545217
BT-00224,2023-01-06,East,Online,Rose Water Toner 200ml,5,220.0,10.5,62.79,Pooja N,2023,January,1,1100.0,115.5,984.5,313.95,670.55,68.11071609954291
BT-00633,2023-01-06,South,Pharmacy,Mascara,44,550.0,19.9,213.29,Anand V,2023,January,1,24200.0,4815.799999999999,19384.2,9384.76,9999.44,51.58551810237204
BT-00938,2023-01-06,North,Modern Trade,BB Cream 30ml,48,490.0,12.0,164.3,Anjali M,2023,January,1,23520.0,2822.4,20697.6,7886.400000000001,12811.199999999997,61.89703153988867
BT-01111,2023-01-06,North,Pharmacy,Kajal Eye Pencil,43,190.0,10.4,55.95,Deepa S,2023,January,1,8170.0,849.6800000000001,7320.32,2405.85,4914.469999999999,67.1346334586466
BT-01115,2023-01-06,South,Modern Trade,Hydrating Moisturiser 50ml,22,550.0,24.4,199.87,Kiran T,2023,January,1,12100.0,2952.4,9147.6,4397.14,4750.46,51.93121693121693
BT-01491,2023-01-06,Central,Modern Trade,Mascara,25,420.0,13.0,173.96,Suresh K,2023,January,1,10500.0,1365.0,9135.0,4349.0,4786.0,52.391899288451015
BT-01839,2023-01-06,North,Online,Night Repair Cream 50ml,31,760.0,9.6,317.15,Rohit K,2023,January,1,23560.0,2261.76,21298.239999999998,9831.65,11466.589999999998,53.838204471355375
BT-02867,2023-01-06,East,Salon Wholesale,Mascara,3,510.0,12.7,195.89,Meena G,2023,January,1,1530.0,194.31,1335.69,587.67,748.0200000000001,56.002515553758734
BT-02910,2023-01-06,East,Pharmacy,Nail Polish Set (12pc),33,460.0,13.0,187.59,Meena G,2023,January,1,15180.0,1973.4,13206.6,6190.47,7016.13,53.12593703148426
BT-02960,2023-01-06,South,Pharmacy,Night Repair Cream 50ml,20,900.0,24.7,360.99,Anand V,2023,January,1,18000.0,4446.0,13554.0,7219.8,6334.2,46.733067729083665
BT-03014,2023-01-06,East,Online,Kajal Eye Pencil,36,170.0,7.0,53.21,Pooja N,2023,January,1,6120.0,428.40000000000003,5691.6,1915.56,3776.0400000000004,66.34408602150538
BT-03214,2023-01-06,Central,Pharmacy,Night Repair Cream 50ml,36,860.0,9.5,342.8,Suresh K,2023,January,1,30960.0,2941.2,28018.8,12340.800000000001,15677.999999999998,55.95528716433251
BT-03652,2023-01-06,South,Pharmacy,Hair Serum 100ml,29,530.0,12.5,209.03,Anand V,2023,January,1,15370.0,1921.25,13448.75,6061.87,7386.88,54.92614555256065
BT-04605,2023-01-06,East,Pharmacy,Perfume 100ml EDP,34,2580.0,11.5,1072.76,Meena G,2023,January,1,87720.0,10087.800000000001,77632.2,36473.84,41158.36,53.01712433758158
BT-04643,2023-01-06,North,Salon Wholesale,Hair Oil 200ml,22,310.0,8.5,119.2,Deepa S,2023,January,1,6820.0,579.7,6240.3,2622.4,3617.9,57.97637934073683
BT-04851,2023-01-06,Central,General Trade,Rose Water Toner 200ml,6,240.0,6.2,71.18,Vikram N,2023,January,1,1440.0,89.28,1350.72,427.08000000000004,923.64,68.38130774697939
BT-00016,2023-01-07,South,Modern Trade,SPF 50 Sunscreen 100g,33,540.0,20.6,204.23,Priya R,2023,January,1,17820.0,3670.92,14149.08,6739.589999999999,7409.490000000001,52.36729172497435
BT-00386,2023-01-07,Central,Salon Wholesale,Lip Gloss,3,330.0,8.5,118.47,Sunita P,2023,January,1,990.0,84.15,905.85,355.40999999999997,550.44,60.76502732240437
BT-00548,2023-01-07,North,General Trade,Nail Polish Set (12pc),47,460.0,11.4,220.34,Anjali M,2023,January,1,21620.0,2464.6800000000003,19155.32,10355.98,8799.34,45.93679458239278
BT-00819,2023-01-07,West,General Trade,Nail Polish Set (12pc),3,410.0,28.9,173.14,Priya S,2023,January,1,1230.0,355.46999999999997,874.53,519.42,355.11,40.605811121402354
BT-01194,2023-01-07,South,General Trade,BB Cream 30ml,36,630.0,19.6,232.28,Anand V,2023,January,1,22680.0,4445.28,18234.72,8362.08,9872.640000000001,54.14198847034668
BT-02111,2023-01-07,East,Salon Wholesale,Kajal Eye Pencil,36,170.0,8.1,49.45,Meena G,2023,January,1,6120.0,495.72,5624.28,1780.2,3844.08,68.34794853741279
BT-02151,2023-01-07,North,Online,Blush Palette,15,740.0,5.2,292.97,Deepa S,2023,January,1,11100.0,577.2,10522.8,4394.55,6128.249999999999,58.23782643402896
BT-02270,2023-01-07,South,Pharmacy,Hydrating Moisturiser 50ml,48,410.0,18.6,150.8,Kiran T,2023,January,1,19680.0,3660.4800000000005,16019.52,7238.400000000001,8781.119999999999,54.81512554683285
BT-02554,2023-01-07,Central,Salon Wholesale,Hydrating Moisturiser 50ml,22,430.0,9.4,147.88,Suresh K,2023,January,1,9460.0,889.24,8570.76,3253.3599999999997,5317.400000000001,62.041172544791834
BT-02769,2023-01-07,East,Salon Wholesale,SPF 50 Sunscreen 100g,14,430.0,14.8,188.25,Meena G,2023,January,1,6020.0,890.9600000000002,5129.04,2635.5,2493.54,48.61611529642974
BT-02811,2023-01-07,Central,Salon Wholesale,BB Cream 30ml,60,700.0,12.9,287.84,Vikram N,2023,January,1,42000.0,5418.0,36582.0,17270.399999999998,19311.600000000002,52.7898966704937
BT-02969,2023-01-07,Central,Salon Wholesale,Kajal Eye Pencil,18,220.0,6.2,74.32,Suresh K,2023,January,1,3960.0,245.52,3714.48,1337.7599999999998,2376.7200000000003,63.985268462880406
BT-03593,2023-01-07,East,Salon Wholesale,Mascara,51,380.0,6.8,157.59,Sneha B,2023,January,1,19380.0,1317.8400000000001,18062.16,8037.09,10025.07,55.503162412468946
BT-03729,2023-01-07,Central,Salon Wholesale,Under Eye Cream 15ml,12,590.0,6.3,175.17,Vikram N,2023,January,1,7080.0,446.04,6633.96,2102.04,4531.92,68.31394823001646
BT-03837,2023-01-07,East,Online,Hair Oil 200ml,50,230.0,6.5,87.7,Pooja N,2023,January,1,11500.0,747.5,10752.5,4385.0,6367.5,59.21878632876075
BT-04416,2023-01-07,East,General Trade,Nail Polish Set (12pc),30,660.0,7.6,259.31,Sneha B,2023,January,1,19800.0,1504.8,18295.2,7779.3,10515.900000000001,57.4790108881018
BT-04516,2023-01-07,South,General Trade,Micellar Cleansing Water,16,360.0,15.0,107.53,Anand V,2023,January,1,5760.0,864.0,4896.0,1720.48,3175.52,64.859477124183
BT-04664,2023-01-07,East,General Trade,Night Repair Cream 50ml,45,830.0,4.1,338.97,Pooja N,2023,January,1,37350.0,1531.35,35818.65,15253.650000000001,20565.0,57.414224154176665
BT-04977,2023-01-07,Central,Pharmacy,Lip Gloss,42,270.0,6.5,85.27,Vikram N,2023,January,1,11340.0,737.1,10602.9,3581.3399999999997,7021.5599999999995,66.22301445830857
BT-00160,2023-01-08,East,Pharmacy,Nail Polish Set (12pc),12,460.0,7.6,209.02,Sneha B,2023,January,1,5520.0,419.52,5100.48,2508.2400000000002,2592.2399999999993,50.82345191040842
BT-00200,2023-01-08,South,Pharmacy,Blush Palette,44,480.0,27.4,213.89,Kiran T,2023,January,1,21120.0,5786.879999999999,15333.12,9411.16,5921.960000000001,38.62201561065198
BT-00462,2023-01-08,Central,Online,Blush Palette,8,800.0,8.9,367.28,Vikram N,2023,January,1,6400.0,569.6,5830.4,2938.24,2892.16,49.60482985729967
BT-01932,2023-01-08,Central,Salon Wholesale,Matte Lipstick,10,350.0,6.7,111.83,Suresh K,2023,January,1,3500.0,234.5,3265.5,1118.3,2147.2,65.75409585055887
BT-02042,2023-01-08,Central,General Trade,Lip Gloss,32,220.0,9.0,69.48,Sunita P,2023,January,1,7040.0,633.6,6406.4,2223.36,4183.039999999999,65.29470529470528
BT-02133,2023-01-08,East,General Trade,Kajal Eye Pencil,55,230.0,12.5,75.78,Sneha B,2023,January,1,12650.0,1581.25,11068.75,4167.9,6900.85,62.345341614906836
BT-04219,2023-01-08,Central,Online,SPF 50 Sunscreen 100g,21,580.0,5.7,208.63,Vikram N,2023,January,1,12180.0,694.26,11485.74,4381.23,7104.51,61.85504808571325
BT-00516,2023-01-09,South,Pharmacy,Matte Lipstick,30,470.0,22.3,175.92,Anand V,2023,January,1,14100.0,3144.3,10955.7,5277.599999999999,5678.100000000001,51.827815657602905
BT-00598,2023-01-09,South,General Trade,Face Wash 100ml,16,220.0,15.9,63.32,Kiran T,2023,January,1,3520.0,559.6800000000001,2960.3199999999997,1013.12,1947.1999999999998,65.77667279213058
BT-01213,2023-01-09,Central,Salon Wholesale,Matte Lipstick,11,310.0,4.1,110.17,Sunita P,2023,January,1,3410.0,139.80999999999997,3270.19,1211.8700000000001,2058.3199999999997,62.94190857411953
BT-01689,2023-01-09,Central,Online,Under Eye Cream 15ml,44,900.0,9.3,297.45,Sunita P,2023,January,1,39600.0,3682.8000000000006,35917.2,13087.8,22829.399999999998,63.561190738699004
BT-01918,2023-01-09,Central,Pharmacy,Perfume 100ml EDP,47,2020.0,11.9,841.13,Vikram N,2023,January,1,94940.0,11297.86,83642.14,39533.11,44109.03,52.735415425765055
BT-01993,2023-01-09,North,Modern Trade,Hydrating Moisturiser 50ml,17,470.0,7.2,150.35,Rohit K,2023,January,1,7990.0,575.2800000000001,7414.72,2555.95,4858.77,65.52870506236243
BT-02288,2023-01-09,North,General Trade,Under Eye Cream 15ml,36,710.0,14.0,201.92,Rohit K,2023,January,1,25560.0,3578.4000000000005,21981.6,7269.12,14712.48,66.93088765149035
BT-02911,2023-01-09,Central,Pharmacy,Hair Oil 200ml,3,240.0,9.4,82.01,Suresh K,2023,January,1,720.0,67.68,652.3199999999999,246.03000000000003,406.2899999999999,62.28384841795437
BT-03024,2023-01-09,South,Modern Trade,BB Cream 30ml,17,550.0,22.3,220.06,Anand V,2023,January,1,9350.0,2085.05,7264.95,3741.02,3523.93,48.50590850590851
BT-04588,2023-01-09,East,Pharmacy,Matte Lipstick,59,420.0,11.6,144.98,Pooja N,2023,January,1,24780.0,2874.48,21905.52,8553.82,13351.7,60.95130359836243
BT-04796,2023-01-09,North,Modern Trade,Lip Gloss,14,320.0,6.1,102.72,Deepa S,2023,January,1,4480.0,273.28,4206.72,1438.08,2768.6400000000003,65.814696485623
BT-01228,2023-01-10,Central,Online,Blush Palette,9,630.0,8.9,248.35,Vikram N,2023,January,1,5670.0,504.63000000000005,5165.37,2235.15,2930.22,56.72817242520865
BT-02662,2023-01-10,South,Modern Trade,Hydrating Moisturiser 50ml,32,540.0,22.4,198.77,Priya R,2023,January,1,17280.0,3870.72,13409.28,6360.64,7048.64,52.56538755250095
BT-02755,2023-01-10,South,Online,Lip Gloss,40,250.0,19.8,80.5,Anand V,2023,January,1,10000.0,1980.0,8020.0,3220.0,4800.0,59.85037406483791
BT-02840,2023-01-10,West,Online,Hair Serum 100ml,56,610.0,24.6,202.34,Nidhi C,2023,January,1,34160.0,8403.36,25756.64,11331.04,14425.599999999999,56.00730530069139
BT-02944,2023-01-10,North,Pharmacy,BB Cream 30ml,20,500.0,11.3,188.9,Deepa S,2023,January,1,10000.0,1130.0,8870.0,3778.0,5092.0,57.40698985343856
BT-03070,2023-01-10,East,Salon Wholesale,Hair Serum 100ml,60,400.0,15.3,169.52,Sneha B,2023,January,1,24000.0,3672.0,20328.0,10171.2,10156.8,49.96458087367178
BT-03130,2023-01-10,West,Online,SPF 50 Sunscreen 100g,15,580.0,38.6,249.46,Nidhi C,2023,January,1,8700.0,3358.2000000000003,5341.799999999999,3741.9,1599.8999999999992,29.95057845669998
BT-03418,2023-01-10,Central,General Trade,Nail Polish Set (12pc),34,420.0,7.1,191.48,Suresh K,2023,January,1,14280.0,1013.8799999999999,13266.12,6510.32,6755.800000000001,50.92521400379313
BT-03586,2023-01-10,Central,Online,Perfume 100ml EDP,43,2710.0,5.1,1199.45,Vikram N,2023,January,1,116530.0,5943.03,110586.97,51576.35,59010.62,53.36127755376605
BT-03659,2023-01-10,North,Salon Wholesale,Kajal Eye Pencil,22,190.0,8.0,62.74,Rohit K,2023,January,1,4180.0,334.40000000000003,3845.6,1380.28,2465.3199999999997,64.10755148741418
BT-04021,2023-01-10,West,General Trade,Night Repair Cream 50ml,18,800.0,38.7,295.76,Priya S,2023,January,1,14400.0,5572.8,8827.2,5323.68,3503.5200000000004,39.69004893964111
BT-04190,2023-01-10,West,Pharmacy,Perfume 100ml EDP,4,1500.0,38.1,678.75,Nidhi C,2023,January,1,6000.0,2286.0,3714.0,2715.0,999.0,26.89822294022617
BT-04615,2023-01-10,West,Pharmacy,Compact Powder,27,360.0,35.8,119.41,Priya S,2023,January,1,9720.0,3479.7599999999998,6240.24,3224.0699999999997,3016.17,48.33419868466598
BT-04629,2023-01-10,Central,Online,Hair Serum 100ml,44,490.0,5.2,190.66,Sunita P,2023,January,1,21560.0,1121.1200000000001,20438.88,8389.039999999999,12049.840000000002,58.95548092654784
BT-00305,2023-01-11,South,Salon Wholesale,Night Repair Cream 50ml,5,790.0,17.1,313.16,Anand V,2023,January,1,3950.0,675.45,3274.55,1565.8000000000002,1708.75,52.18274266693134
BT-00405,2023-01-11,Central,Online,Face Wash 100ml,5,320.0,8.5,102.5,Suresh K,2023,January,1,1600.0,136.0,1464.0,512.5,951.5,64.9931693989071
BT-01281,2023-01-11,West,Salon Wholesale,Face Wash 100ml,13,310.0,42.8,91.3,Priya S,2023,January,1,4030.0,1724.84,2305.16,1186.8999999999999,1118.26,48.51116625310174
BT-01645,2023-01-11,Central,Salon Wholesale,Matte Lipstick,26,450.0,11.3,152.33,Vikram N,2023,January,1,11700.0,1322.1000000000001,10377.9,3960.5800000000004,6417.32,61.83640235500438
BT-01714,2023-01-11,East,Salon Wholesale,Blush Palette,50,700.0,9.3,332.57,Meena G,2023,January,1,35000.0,3255.0000000000005,31745.0,16628.5,15116.5,47.618522601984566
BT-02354,2023-01-11,South,General Trade,Mascara,42,390.0,23.1,136.62,Kiran T,2023,January,1,16380.0,3783.78,12596.22,5738.04,6858.179999999999,54.44633390017005
BT-03181,2023-01-11,Central,Salon Wholesale,Lip Gloss,2,230.0,6.9,74.89,Sunita P,2023,January,1,460.0,31.740000000000002,428.26,149.78,278.48,65.02591883435296
BT-03893,2023-01-11,North,Modern Trade,Hydrating Moisturiser 50ml,53,530.0,11.6,181.68,Deepa S,2023,January,1,28090.0,3258.4399999999996,24831.56,9629.04,15202.52,61.22257320925467
BT-03952,2023-01-11,East,Pharmacy,Mascara,5,560.0,5.7,221.42,Sneha B,2023,January,1,2800.0,159.6,2640.4,1107.1,1533.3000000000002,58.07074685653689
BT-04946,2023-01-11,South,General Trade,Hair Serum 100ml,34,490.0,29.9,162.09,Priya R,2023,January,1,16660.0,4981.34,11678.66,5511.06,6167.599999999999,52.8108532999505
BT-00249,2023-01-12,South,Salon Wholesale,Night Repair Cream 50ml,42,720.0,31.6,253.66,Priya R,2023,January,1,30240.0,9555.84,20684.16,10653.72,10030.44,48.49333983105913
BT-00517,2023-01-12,East,General Trade,Nail Polish Set (12pc),60,600.0,10.1,228.96,Pooja N,2023,January,1,36000.0,3635.9999999999995,32364.0,13737.6,18626.4,57.55283648498332
BT-00635,2023-01-12,North,Pharmacy,Rose Water Toner 200ml,59,300.0,13.1,87.6,Anjali M,2023,January,1,17700.0,2318.7000000000003,15381.3,5168.4,10212.9,66.3981588032221
BT-00778,2023-01-12,West,General Trade,Vitamin C Face Serum 30ml,26,610.0,29.8,199.96,Nidhi C,2023,January,1,15860.0,4726.28,11133.720000000001,5198.96,5934.760000000001,53.304376255195926
BT-01176,2023-01-12,North,Online,Matte Lipstick,9,310.0,13.3,96.53,Rohit K,2023,January,1,2790.0,371.07,2418.93,868.77,1550.1599999999999,64.08453324403766
